Z,N,symbol,energy ,, jp,
32,44,Ge,2919.79,,1,
32,44,Ge,2921,,3,
32,44,Ge,2962.2,,5,
32,44,Ge,2994,,4,
32,44,Ge,3007.8,,1,
32,44,Ge,3041,,2,
32,44,Ge,3052.5,,1,
32,44,Ge,3131.8,,4,
32,44,Ge,3141.51,,2,
32,44,Ge,3182.21,,2,
32,44,Ge,3195,,4,
32,44,Ge,3231.8,,4,
32,44,Ge,3268,,4,
32,44,Ge,3312.33,,3,
32,44,Ge,3317,,0,
32,44,Ge,3322.85,,2,
32,44,Ge,3334.7,,2,
32,44,Ge,3391,,4,
32,44,Ge,3409.19,,1,
32,44,Ge,3420.4,,1,
32,44,Ge,3453,,3,
32,44,Ge,3477.65,,1,
32,44,Ge,3484.1,,3,
32,44,Ge,3545,,2,
32,44,Ge,3585,,2,
32,44,Ge,3632.75,,2,
32,44,Ge,3640,,4,
32,44,Ge,3721,,5,
32,44,Ge,3748,,2,
32,44,Ge,3887.05,,3,
32,44,Ge,3951.89,,1,
32,44,Ge,3972,,4,
32,44,Ge,3997,,4,
32,44,Ge,4099,,5,
32,44,Ge,4122.3,,1,
32,44,Ge,4192.85,,2,
32,44,Ge,4209,,3,
32,44,Ge,4239.4,,1,
32,44,Ge,4249,,4,
32,44,Ge,4326.5,,1,
32,44,Ge,4363.5,,4,
32,44,Ge,4399,,3,
32,44,Ge,4444,,3,
32,44,Ge,4476.5,,4,
32,44,Ge,4488,,3,
32,44,Ge,4536,,3,
32,44,Ge,4611,,3,
32,44,Ge,4659,,5,
32,44,Ge,4719.9,,2,
32,44,Ge,4784.1,,1,
32,44,Ge,4812.5,,2,
32,44,Ge,4814.8,,1,
32,44,Ge,4839,,3,
32,44,Ge,5122.48,,1,
32,44,Ge,5522.6,,1,
32,44,Ge,5663.37,,2,
32,44,Ge,5749.9,,1,
32,44,Ge,5883,,1,
32,44,Ge,6021.1,,1,
32,44,Ge,6065.2,,1,
34,43,Se,0,,0.5,1
34,43,Se,161.9223,,3.5,7
34,43,Se,175.3059,,4.5,9
34,43,Se,238.9988,,1.5,3
34,43,Se,249.7885,,2.5,5
34,43,Se,301.1496,,2.5,5
34,43,Se,439.4517,,2.5,5
34,43,Se,520.6388,,1.5,3
34,43,Se,581.0106,,3.5,7
34,43,Se,680.1035,,2.5,5
34,43,Se,796.151,,3.5,7
34,43,Se,808.185,,3.5,7
34,43,Se,817.8563,,0.5,1
34,43,Se,824.431,,2.5,5
34,43,Se,911.5317,,1.5,3
34,43,Se,946.9823,,0.5,1
34,43,Se,970.04,,5.5,11
34,43,Se,978.3,,4.5,9
34,43,Se,1005.1838,,1.5,3
34,43,Se,1024.15,,6.5,13
34,43,Se,1126.64,,5.5,11
34,43,Se,1128.113,,0.5,1
34,43,Se,1172.49,,4.5,9
34,43,Se,1179.3,,2.5,5
34,43,Se,1186.9837,,1.5,3
34,43,Se,1193.1,,4.5,9
34,43,Se,1230.629,,2.5,5
34,43,Se,1252.963,,2.5,5
34,43,Se,1282.8,,3.5,7
34,43,Se,1351.58,,5.5,11
34,43,Se,1364.273,,1.5,3
34,43,Se,1402.485,,1.5,3
34,43,Se,1411.626,,1.5,3
34,43,Se,1439,,1.5,3
34,43,Se,1488.237,,1.5,3
34,43,Se,1511.023,,1.5,3
34,43,Se,1529,,2.5,5
34,43,Se,1607.702,,1.5,3
34,43,Se,1616.61,,5.5,11
34,43,Se,1620.5,,5.5,11
34,43,Se,1623.145,,0.5,1
34,43,Se,1714.755,,0.5,1
34,43,Se,1721.94,,6.5,13
34,43,Se,1817.638,,0.5,1
34,43,Se,1830.861,,0.5,1
34,43,Se,1886.52,,6.5,13
34,43,Se,1916.065,,0.5,1
34,43,Se,2055.45,,7.5,15
34,43,Se,2057,,2.5,5
34,43,Se,2092.09,,6.5,13
34,43,Se,2103.38,,8.5,17
34,43,Se,2142.54,,0.5,1
34,43,Se,2157,,2.5,5
34,43,Se,2212.03,,0.5,1
34,43,Se,2240.22,,7.5,15
34,43,Se,2248.929,,1.5,3
34,43,Se,2264.18,,7.5,15
34,43,Se,2264.43,,1.5,3
34,43,Se,2320.13,,0.5,1
34,43,Se,2339.95,,1.5,3
34,43,Se,2375.3,,1.5,3
34,43,Se,2392.951,,1.5,3
34,43,Se,2455.456,,0.5,1
34,43,Se,2491.94,,1.5,3
34,43,Se,2551.94,,1.5,3
34,43,Se,2553.82,,0.5,1
34,43,Se,2579.8,,7.5,15
34,43,Se,2584,,1.5,3
34,43,Se,2611.2,,7.5,15
34,43,Se,2640.97,,1.5,3
34,43,Se,2716.33,,1.5,3
34,43,Se,2776.75,,0.5,1
34,43,Se,2789.6,,8.5,17
34,43,Se,2809.13,,0.5,1
34,43,Se,2815.48,,0.5,1
34,43,Se,2818.3,,7.5,15
34,43,Se,2853.09,,0.5,1
34,43,Se,2864.47,,8.5,17
34,43,Se,2869.2,,7.5,15
34,43,Se,2873,,1.5,3
34,43,Se,2891.94,,1.5,3
34,43,Se,2950,,1.5,3
34,43,Se,2966.81,,8.5,17
34,43,Se,2982.93,,0.5,1
34,43,Se,2994.13,,0.5,1
34,43,Se,3014.69,,8.5,17
34,43,Se,3040.33,,1.5,3
34,43,Se,3051.19,,0.5,1
34,43,Se,3063.92,,1.5,3
34,43,Se,3071.93,,8.5,17
34,43,Se,3132.06,,0.5,1
34,43,Se,3147.5,,8.5,17
34,43,Se,3168.21,,1.5,3
34,43,Se,3191.58,,0.5,1
34,43,Se,3201.4,,8.5,17
34,43,Se,3232.82,,0.5,1
34,43,Se,3243.94,,0.5,1
34,43,Se,3245.57,,9.5,19
34,43,Se,3264.91,,9.5,19
34,43,Se,3268,,1.5,3
34,43,Se,3312.71,,0.5,1
34,43,Se,3327.04,,1.5,3
34,43,Se,3333.7,,10.5,21
34,43,Se,3348.67,,0.5,1
34,43,Se,3354.3,,0.5,1
34,43,Se,3362.25,,0.5,1
34,43,Se,3395.99,,0.5,1
34,43,Se,3403.98,,9.5,19
34,43,Se,3409.6,,9.5,19
34,43,Se,3412.44,,0.5,1
34,43,Se,3415.03,,0.5,1
34,43,Se,3439.71,,9.5,19
34,43,Se,3450.45,,1.5,3
34,43,Se,3472.1,,9.5,19
34,43,Se,3472.84,,0.5,1
34,43,Se,3480.52,,0.5,1
34,43,Se,3517.91,,1.5,3
34,43,Se,3545.64,,1.5,3
34,43,Se,3552.43,,1.5,3
34,43,Se,3561.25,,0.5,1
34,43,Se,3641.4,,9.5,19
34,43,Se,3642.23,,2.5,5
34,43,Se,3694.43,,1.5,3
34,43,Se,3718.49,,0.5,1
34,43,Se,3764.79,,10.5,21
34,43,Se,3772.37,,2.5,5
34,43,Se,3798.21,,1.5,3
34,43,Se,3827,,0.5,1
34,43,Se,3864.6,,10.5,21
34,43,Se,3868.61,,2.5,5
34,43,Se,3880.4,,10.5,21
34,43,Se,3885.1,,10.5,21
34,43,Se,3934.71,,1.5,3
34,43,Se,3988.5,,10.5,21
34,43,Se,4068.49,,2.5,5
34,43,Se,4180.3,,11.5,23
34,43,Se,4212.22,,0.5,1
34,43,Se,4288.9,,0.5,1
34,43,Se,4301.7,,11.5,23
34,43,Se,4321.1,,11.5,23
34,43,Se,4340,,1.5,3
34,43,Se,4391.9,,11.5,23
34,43,Se,4430,,1.5,3
34,43,Se,4531.8,,11.5,23
34,43,Se,4625.8,,12.5,25
34,43,Se,4670.5,,11.5,23
34,43,Se,4846.9,,12.5,25
34,43,Se,4862.3,,12.5,25
34,43,Se,5001.4,,12.5,25
34,43,Se,5258.9,,13.5,27
34,43,Se,5584,,13.5,27
34,43,Se,5941.4,,14.5,29
34,43,Se,6654.9,,15.5,31
34,43,Se,7418.868,,0.5,1
34,43,Se,7419.22,,0.5,1
34,43,Se,7419.7,,0.5,1
34,43,Se,7419.76,,0.5,1
34,43,Se,7420.05,,0.5,1
34,43,Se,7420.19,,0.5,1
34,43,Se,7420.31,,0.5,1
34,43,Se,7420.47,,0.5,1
34,43,Se,7421.39,,0.5,1
34,43,Se,7421.98,,0.5,1
34,43,Se,7422.19,,0.5,1
34,43,Se,7423.1,,0.5,1
34,43,Se,7424.17,,0.5,1
34,43,Se,7425.21,,0.5,1
34,43,Se,7425.91,,0.5,1
34,43,Se,7427.22,,0.5,1
34,43,Se,7428.93,,0.5,1
34,43,Se,7430.02,,0.5,1
34,43,Se,7431.96,,0.5,1
34,44,Se,0,,0,
34,44,Se,613.727,,2,
34,44,Se,1308.644,,2,
34,44,Se,1498.599,,0,
34,44,Se,1502.825,,4,
34,44,Se,1758.689,,0,
34,44,Se,1853.927,,3,
34,44,Se,1995.897,,2,
34,44,Se,2190.65,,4,
34,44,Se,2299.8,,1,
34,44,Se,2327.329,,2,
34,44,Se,2335.24,,0,
34,44,Se,2361.85,,0,
34,44,Se,2507.32,,3,
34,44,Se,2536.94,,2,
34,44,Se,2546.51,,6,
34,44,Se,2560,,1,
34,44,Se,2647.472,,1,
34,44,Se,2682.11,,4,
34,44,Se,2735,,5,
34,44,Se,2742.52,,4,
34,44,Se,2753.03,,0,
34,44,Se,2754.46,,2,
34,44,Se,2838.49,,2,
34,44,Se,2889.9,,5,
34,44,Se,2898.13,,2,
34,44,Se,2914.7,,4,
34,44,Se,2949.19,,4,
34,44,Se,3003,,3,
34,44,Se,3005.7,,1,
34,44,Se,3013.96,,6,
34,44,Se,3039.81,,1,
34,44,Se,3048.6,,3,
34,44,Se,3061,,0,
34,44,Se,3088.7,,5,
34,44,Se,3089.73,,0,
34,44,Se,3130,,0,
34,44,Se,3133.3,,3,
34,44,Se,3139.7,,4,
34,44,Se,3140.2,,6,
34,44,Se,3144.46,,3,
34,44,Se,3181.9,,2,
34,44,Se,3186.37,,2,
34,44,Se,3229.71,,1,
34,44,Se,3242.68,,2,
34,44,Se,3254.83,,0,
34,44,Se,3288.27,,1,
34,44,Se,3294.35,,4,
34,44,Se,3306.79,,6,
34,44,Se,3372.6,,3,
34,44,Se,3383.69,,0,
34,44,Se,3386,,2,
34,44,Se,3391,,5,
34,44,Se,3411.29,,3,
34,44,Se,3439.6,,1,
34,44,Se,3450.94,,0,
34,44,Se,3453,,3,
34,44,Se,3494.4,,1,
34,44,Se,3522.91,,7,
34,44,Se,3523.5,,1,
34,44,Se,3527,,1,
34,44,Se,3546,,2,
34,44,Se,3550.15,,7,
34,44,Se,3585,,8,
34,44,Se,3591.64,,1,
34,44,Se,3603.8,,2,
34,44,Se,3624.2,,1,
34,44,Se,3632.2,,1,
34,44,Se,3686.5,,3,
34,44,Se,3704,,7,
34,44,Se,3711.3,,1,
34,44,Se,3735.03,,0,
34,44,Se,3774,,3,
34,44,Se,3830,,1,
34,44,Se,3830.7,,8,
34,44,Se,3881,,3,
34,44,Se,3894.55,,2,
34,44,Se,3933,,2,
34,44,Se,3959.93,,1,
34,44,Se,3995,,5,
34,44,Se,3999.33,,1,
34,44,Se,4037.01,,1,
34,44,Se,4038,,1,
34,44,Se,4048,,8,
34,44,Se,4050,,5,
34,44,Se,4079.7,,1,
34,44,Se,4106,,1,
34,44,Se,4120,,0,
34,44,Se,4121.2,,8,
34,44,Se,4122,,4,
34,44,Se,4153.1,,1,
34,44,Se,4155,,3,
34,44,Se,4181.85,,0,
34,44,Se,4190,,0,
34,44,Se,4214.1,,8,
34,44,Se,4224,,3,
34,44,Se,4245.4,,1,
34,44,Se,4253.11,,2,
34,44,Se,4253.64,,5,
34,44,Se,4265,,0,
34,44,Se,4297.38,,2,
34,44,Se,4341.61,,1,
34,44,Se,4345,,3,
34,44,Se,4366.61,,1,
34,44,Se,4369,,3,
34,44,Se,4386.68,,1,
34,44,Se,4409,,2,
34,44,Se,4412.02,,9,
34,44,Se,4424,,2,
34,44,Se,4448.24,,1,
34,44,Se,4451,,0,
34,44,Se,4468.6,,1,
34,44,Se,4483,,4,
34,44,Se,4493,,3,
34,44,Se,4509,,2,
34,44,Se,4569,,0,
34,44,Se,4591,,3,
34,44,Se,4616,,4,
34,44,Se,4622,,5,
34,44,Se,4625.1,,10,
34,44,Se,4639,,3,
34,44,Se,4689.8,,2,
34,44,Se,4697.07,,2,
34,44,Se,4723.21,,2,
34,44,Se,4758,,4,
34,44,Se,4786.9,,10,
34,44,Se,4787.93,,1,
34,44,Se,4791.5,,0,
34,44,Se,4811.5,,2,
34,44,Se,4819.2,,9,
34,44,Se,4857,,9,
34,44,Se,4857,,1,
34,44,Se,4879,,3,
34,44,Se,4902,,3,
34,44,Se,4904,,2,
34,44,Se,4944,,2,
34,44,Se,4957.3,,1,
34,44,Se,4972.3,,1,
34,44,Se,5004.65,,1,
34,44,Se,5029.63,,2,
34,44,Se,5120,,0,
34,44,Se,5126.52,,2,
34,44,Se,5180.75,,1,
34,44,Se,5205,,1,
34,44,Se,5290.22,,1,
34,44,Se,5295.2,,3,
34,44,Se,5339.7,,1,
34,44,Se,5356.51,,2,
34,44,Se,5451.2,,1,
34,44,Se,5480,,1,
34,44,Se,5513.26,,1,
34,44,Se,5610,,2,
34,44,Se,5783.8,,12,
36,42,Kr,0,,0,
36,42,Kr,455.033,,2,
36,42,Kr,1017.18,,0,
36,42,Kr,1119.48,,4,
36,42,Kr,1147.901,,2,
36,42,Kr,1564.76,,3,
36,42,Kr,1755.86,,2,
36,42,Kr,1772.93,,1,
36,42,Kr,1872.91,,4,
36,42,Kr,1977.91,,6,
36,42,Kr,2007.41,,0,
36,42,Kr,2234.19,,0,
36,42,Kr,2240.69,,1,
36,42,Kr,2299.78,,5,
36,42,Kr,2399.03,,3,
36,42,Kr,2413.41,,2,
36,42,Kr,2443.37,,1,
36,42,Kr,2472,,2,
36,42,Kr,2573.36,,1,
36,42,Kr,2656.12,,0,
36,42,Kr,2677.63,,3,
36,42,Kr,2731.7,,6,
36,42,Kr,2749.75,,5,
36,42,Kr,2764.1,,4,
36,42,Kr,2882.07,,3,
36,42,Kr,2882.84,,1,
36,42,Kr,2890.66,,4,
36,42,Kr,2901.82,,4,
36,42,Kr,2993.52,,8,
36,42,Kr,2999.37,,3,
36,42,Kr,3064.71,,5,
36,42,Kr,3072.4,,5,
36,42,Kr,3105.36,,3,
36,42,Kr,3161.18,,3,
36,42,Kr,3202.7,,7,
36,42,Kr,3219.88,,6,
36,42,Kr,3230.48,,1,
36,42,Kr,3233.55,,3,
36,42,Kr,3288.36,,7,
36,42,Kr,3340.64,,6,
36,42,Kr,3361.12,,4,
36,42,Kr,3437.42,,1,
36,42,Kr,3539.07,,1,
36,42,Kr,3575.08,,1,
36,42,Kr,3607.6,,7,
36,42,Kr,3662.17,,1,
36,42,Kr,3669.22,,3,
36,42,Kr,3703.9,,7,
36,42,Kr,3725.48,,3,
36,42,Kr,3749.14,,3,
36,42,Kr,3770.9,,8,
36,42,Kr,3771.32,,7,
36,42,Kr,3774.59,,3,
36,42,Kr,3829.45,,1,
36,42,Kr,3893.27,,1,
36,42,Kr,3918.4,,8,
36,42,Kr,3937.57,,1,
36,42,Kr,4007.8,,1,
36,42,Kr,4028.75,,9,
36,42,Kr,4040.39,,1,
36,42,Kr,4089.32,,1,
36,42,Kr,4106,,10,
36,42,Kr,4201.68,,1,
36,42,Kr,4213.3,,8,
36,42,Kr,4253.7,,9,
36,42,Kr,4396.5,,10,
36,42,Kr,4420.86,,1,
36,42,Kr,4673.1,,9,
36,42,Kr,4732,,9,
36,42,Kr,4808.5,,10,
36,42,Kr,4858.7,,10,
36,42,Kr,4955.4,,10,
36,42,Kr,4965.86,,11,
36,42,Kr,5011.52,,1,
36,42,Kr,5061.68,,1,
36,42,Kr,5180.74,,1,
36,42,Kr,5192.5,,1,
36,42,Kr,5217.1,,10,
36,42,Kr,5217.8,,12,
36,42,Kr,5222.58,,1,
36,42,Kr,5244.01,,1,
36,42,Kr,5333.04,,1,
36,42,Kr,5369.56,,1,
36,42,Kr,5441.7,,11,
36,42,Kr,5529.19,,1,
36,42,Kr,5543.68,,1,
36,42,Kr,5567.79,,1,
36,42,Kr,5586.08,,1,
36,42,Kr,5776.3,,11,
36,42,Kr,5838,,11,
36,42,Kr,5855,,12,
36,42,Kr,6087.2,,13,
36,42,Kr,6305.1,,12,
36,42,Kr,6480.3,,14,
36,42,Kr,6832.7,,13,
36,42,Kr,6853.3,,13,
36,42,Kr,7066.8,,14,
36,42,Kr,7392.5,,15,
36,42,Kr,7457.1,,14,
36,42,Kr,7938,,16,
36,42,Kr,8469.2,,16,
36,42,Kr,8882.4,,17,
36,42,Kr,9570,,18,
36,42,Kr,10061.2,,18,
36,42,Kr,10551.4,,19,
36,42,Kr,11314,,20,
36,42,Kr,12389.4,,21,
36,42,Kr,13159,,22,
36,42,Kr,15163.2,,24,
36,42,Kr,15198.8,,24,
36,42,Kr,17296.5,,26,
35,44,Br,0,,1.5,3
35,44,Br,207.61,,4.5,9
35,44,Br,217.1,,2.5,5
35,44,Br,261.33,,1.5,3
35,44,Br,306.51,,0.5,1
35,44,Br,381.5,,2.5,5
35,44,Br,397.48,,0.5,1
35,44,Br,523.11,,2.5,5
35,44,Br,606.03,,1.5,3
35,44,Br,761.31,,3.5,7
35,44,Br,793.4,,1.5,3
35,44,Br,796.83,,6.5,13
35,44,Br,831.97,,0.5,1
35,44,Br,906.45,,3.5,7
35,44,Br,940.1,,1.5,3
35,44,Br,954.04,,3.5,7
35,44,Br,954.7,,1.5,3
35,44,Br,1038.8,,0.5,1
35,44,Br,1068.29,,4.5,9
35,44,Br,1079.7,,2.5,5
35,44,Br,1112.5,,0.5,1
35,44,Br,1124,,1.5,3
35,44,Br,1131.67,,0.5,1
35,44,Br,1176.7,,2.5,5
35,44,Br,1180.68,,5.5,11
35,44,Br,1189.4,,3.5,7
35,44,Br,1221.6,,2.5,5
35,44,Br,1256.5,,3.5,7
35,44,Br,1313.8,,1.5,3
35,44,Br,1332.28,,1.5,3
35,44,Br,1332.92,,4.5,9
35,44,Br,1376,,2.5,5
35,44,Br,1390.4,,4.5,9
35,44,Br,1491.7,,4.5,9
35,44,Br,1495,,2.5,5
35,44,Br,1501.6,,0.5,1
35,44,Br,1517.3,,0.5,1
35,44,Br,1573.5,,2.5,5
35,44,Br,1682.77,,6.5,13
35,44,Br,1692.2,,0.5,1
35,44,Br,1713.53,,5.5,11
35,44,Br,1732.02,,8.5,17
35,44,Br,1780.79,,5.5,11
35,44,Br,1794.7,,1.5,3
35,44,Br,1800,,3.5,7
35,44,Br,1946.7,,1.5,3
35,44,Br,1948.21,,6.5,13
35,44,Br,1957.22,,7.5,15
35,44,Br,1973.8,,0.5,1
35,44,Br,2016.1,,1.5,3
35,44,Br,2039.8,,2.5,5
35,44,Br,2048.9,,6.5,13
35,44,Br,2075.1,,0.5,1
35,44,Br,2159.4,,0.5,1
35,44,Br,2279.5,,6.5,13
35,44,Br,2314.6,,2.5,5
35,44,Br,2392.89,,6.5,13
35,44,Br,2414.4,,2.5,5
35,44,Br,2421.32,,8.5,17
35,44,Br,2468.59,,7.5,15
35,44,Br,2478.71,,6.5,13
35,44,Br,2528.9,,0.5,1
35,44,Br,2574.8,,6.5,13
35,44,Br,2580.12,,7.5,15
35,44,Br,2725.59,,8.5,17
35,44,Br,2773.78,,8.5,17
35,44,Br,2866.24,,10.5,21
35,44,Br,2902.36,,9.5,19
35,44,Br,3088.04,,9.5,19
35,44,Br,3169.32,,9.5,19
35,44,Br,3365.58,,10.5,21
35,44,Br,3535.28,,10.5,21
35,44,Br,3559.62,,10.5,21
35,44,Br,3670.9,,10.5,21
35,44,Br,3816.9,,8.5,17
35,44,Br,3908.4,,8.5,17
35,44,Br,3936.09,,11.5,23
35,44,Br,4066.7,,11.5,23
35,44,Br,4116.89,,12.5,25
35,44,Br,4153.1,,11.5,23
35,44,Br,4340.9,,8.5,17
35,44,Br,4530.2,,12.5,25
35,44,Br,4581.3,,12.5,25
35,44,Br,4721,,12.5,25
35,44,Br,4803.6,,12.5,25
35,44,Br,5132,,13.5,27
35,44,Br,5214.1,,13.5,27
35,44,Br,5505.5,,14.5,29
35,44,Br,5579.3,,13.5,27
35,44,Br,5824.1,,14.5,29
35,44,Br,5863.8,,14.5,29
35,44,Br,6019.3,,14.5,29
35,44,Br,6384.6,,14.5,29
35,44,Br,6526.9,,15.5,31
35,44,Br,6536.9,,15.5,31
35,44,Br,7066.8,,16.5,33
35,44,Br,7224.3,,16.5,33
35,44,Br,7379.9,,16.5,33
35,44,Br,8061.7,,17.5,35
35,44,Br,8149.4,,17.5,35
35,44,Br,8777.8,,18.5,37
35,44,Br,8811.5,,18.5,37
35,44,Br,10846,,1.5,3
35,44,Br,10969,,0.5,1
35,44,Br,11080,,2.5,5
35,44,Br,11355,,0.5,1
35,44,Br,11434,,1.5,3
35,44,Br,11560,,2.5,5
35,44,Br,11626,,1.5,3
35,44,Br,11834,,0.5,1
36,44,Kr,0,,0,
36,44,Kr,616.6,,2,
36,44,Kr,1256.24,,2,
36,44,Kr,1320.51,,0,
36,44,Kr,1436.09,,4,
36,44,Kr,1787.99,,3,
36,44,Kr,2145.88,,4,
36,44,Kr,2392.06,,6,
36,44,Kr,2439.21,,3,
36,44,Kr,2659.74,,5,
36,44,Kr,2793.05,,4,
36,44,Kr,2859.53,,5,
36,44,Kr,2969,,3,
36,44,Kr,3039.57,,5,
36,44,Kr,3041.74,,6,
36,44,Kr,3110.21,,6,
36,44,Kr,3172.81,,5,
36,44,Kr,3345.81,,6,
36,44,Kr,3409.98,,8,
36,44,Kr,3488,,6,
36,44,Kr,3530.31,,7,
36,44,Kr,3558.66,,7,
36,44,Kr,3581.69,,7,
36,44,Kr,3635.3,,7,
36,44,Kr,3699.75,,8,
36,44,Kr,3916.6,,8,
36,44,Kr,4126.23,,8,
36,44,Kr,4153.2,,8,
36,44,Kr,4163.2,,8,
36,44,Kr,4377.9,,10,
36,44,Kr,4393.7,,9,
36,44,Kr,4562.47,,9,
36,44,Kr,4648.9,,10,
36,44,Kr,4975.1,,10,
36,44,Kr,5159,,10,
36,44,Kr,5374.6,,10,
36,44,Kr,5397.4,,11,
36,44,Kr,5437.8,,12,
36,44,Kr,5665.5,,11,
36,44,Kr,5889.9,,12,
36,44,Kr,6181.2,,12,
36,44,Kr,6522.2,,13,
36,44,Kr,6681.4,,14,
36,44,Kr,7221.6,,14,
36,44,Kr,7771,,15,
36,44,Kr,8087.9,,16,
36,44,Kr,8564.6,,16,
36,44,Kr,9195.2,,17,
36,44,Kr,9690.6,,18,
36,44,Kr,10844.3,,19,
36,44,Kr,11483.6,,20,
34,46,Se,0,,0,
34,46,Se,666.27,,2,
34,46,Se,1449.35,,2,
34,46,Se,1478.82,,0,
34,46,Se,1701.45,,4,
34,46,Se,1873.4,,0,
34,46,Se,1959.82,,2,
34,46,Se,2121.12,,3,
34,46,Se,2311.29,,2,
34,46,Se,2344.17,,1,
34,46,Se,2494.77,,4,
34,46,Se,2513.57,,2,
34,46,Se,2627.4,,0,
34,46,Se,2716.65,,3,
34,46,Se,2774.3,,1,
34,46,Se,2814.5,,2,
34,46,Se,2825.55,,6,
34,46,Se,2826.99,,2,
34,46,Se,2836.3,,1,
34,46,Se,2895.5,,6,
34,46,Se,2947.54,,2,
34,46,Se,3025.17,,1,
34,46,Se,3033,,4,
34,46,Se,3036,,6,
34,46,Se,3037.74,,1,
34,46,Se,3125.79,,2,
34,46,Se,3160,,0,
34,46,Se,3176.92,,1,
34,46,Se,3199.4,,2,
34,46,Se,3224.28,,1,
34,46,Se,3226,,4,
34,46,Se,3248.3,,2,
34,46,Se,3280.4,,1,
34,46,Se,3284,,3,
34,46,Se,3316.4,,0,
34,46,Se,3349.95,,1,
34,46,Se,3354,,3,
34,46,Se,3390.75,,2,
34,46,Se,3441.88,,0,
34,46,Se,3606.4,,2,
34,46,Se,3619.7,,0,
34,46,Se,3635.5,,8,
34,46,Se,3655.4,,0,
34,46,Se,3727.2,,0,
34,46,Se,3753,,3,
34,46,Se,3813.7,,6,
34,46,Se,3814.9,,8,
34,46,Se,3870,,1,
34,46,Se,3931,,2,
34,46,Se,3951.9,,2,
34,46,Se,3976,,1,
34,46,Se,3996,,5,
34,46,Se,4047.1,,2,
34,46,Se,4062.2,,0,
34,46,Se,4129,,0,
34,46,Se,4130,,3,
34,46,Se,4173,,2,
34,46,Se,4247,,2,
34,46,Se,4322,,2,
34,46,Se,4352,,2,
34,46,Se,4420,,2,
34,46,Se,4436.6,,5,
34,46,Se,4464,,1,
34,46,Se,4511,,4,
34,46,Se,4673.5,,10,
34,46,Se,4682,,4,
34,46,Se,5325,,3,
34,46,Se,7818.52,,1,
35,46,Br,0,,1.5,3
35,46,Br,275.985,,2.5,5
35,46,Br,536.2,,4.5,9
35,46,Br,538.2,,0.5,1
35,46,Br,566.04,,1.5,3
35,46,Br,649.9,,1.5,3
35,46,Br,767.04,,2.5,5
35,46,Br,789.4,,2.5,5
35,46,Br,828.29,,1.5,3
35,46,Br,836.78,,3.5,7
35,46,Br,1023.7,,2.5,5
35,46,Br,1105.3,,0.5,1
35,46,Br,1176.8,,6.5,13
35,46,Br,1189.9,,2.5,5
35,46,Br,1266.4,,4.5,9
35,46,Br,1266.8,,1.5,3
35,46,Br,1323,,2.5,5
35,46,Br,1371.5,,3.5,7
35,46,Br,1481.7,,3.5,7
35,46,Br,1512.9,,0.5,1
35,46,Br,1522.3,,5.5,11
35,46,Br,1535.9,,1.5,3
35,46,Br,1541.6,,4.5,9
35,46,Br,1543.2,,1.5,3
35,46,Br,1586.9,,0.5,1
35,46,Br,1681.2,,3.5,7
35,46,Br,1696.2,,1.5,3
35,46,Br,1788.9,,3.5,7
35,46,Br,1798.9,,2.5,5
35,46,Br,1866.4,,1.5,3
35,46,Br,1885.2,,1.5,3
35,46,Br,1945.6,,5.5,11
35,46,Br,1948.2,,4.5,9
35,46,Br,1985.6,,1.5,3
35,46,Br,1995.9,,3.5,7
35,46,Br,2022.2,,2.5,5
35,46,Br,2056,,0.5,1
35,46,Br,2085,,3.5,7
35,46,Br,2118.1,,1.5,3
35,46,Br,2163.9,,0.5,1
35,46,Br,2221.3,,1.5,3
35,46,Br,2277.8,,8.5,17
35,46,Br,2288.3,,0.5,1
35,46,Br,2305,,3.5,7
35,46,Br,2387.5,,6.5,13
35,46,Br,2549.4,,6.5,13
35,46,Br,2657,,1.5,3
35,46,Br,2668.5,,7.5,15
35,46,Br,2704.3,,0.5,1
35,46,Br,2942.1,,8.5,17
35,46,Br,3333.5,,9.5,19
35,46,Br,3526.8,,10.5,21
35,46,Br,3798.7,,10.5,21
35,46,Br,3780,,0.5,1
35,46,Br,3885,,3.5,7
35,46,Br,4249,,1.5,3
35,46,Br,4791,,2.5,5
35,46,Br,4922,,0.5,1
35,46,Br,5003,,2.5,5
35,46,Br,5162,,1.5,3
36,46,Kr,0,,0,
36,46,Kr,776.526,,2,
36,46,Kr,1474.9,,2,
36,46,Kr,1487.7,,0,
36,46,Kr,1820.536,,4,
36,46,Kr,1956.775,,2,
36,46,Kr,2094.019,,3,
36,46,Kr,2171.81,,0,
36,46,Kr,2426.895,,4,
36,46,Kr,2450.19,,0,
36,46,Kr,2480.07,,2,
36,46,Kr,2547.452,,3,
36,46,Kr,2556.184,,4,
36,46,Kr,2648.369,,4,
36,46,Kr,2655.96,,2,
36,46,Kr,2828.137,,5,
36,46,Kr,2849.75,,4,
36,46,Kr,2919.73,,6,
36,46,Kr,2944.52,,2,
36,46,Kr,3011.21,,5,
36,46,Kr,3037.85,,6,
36,46,Kr,3167.57,,6,
36,46,Kr,3187.15,,0,
36,46,Kr,3234.07,,0,
36,46,Kr,3255.9,,6,
36,46,Kr,3322,,3,
36,46,Kr,3348.49,,6,
36,46,Kr,3355.99,,1,
36,46,Kr,3457.21,,1,
36,46,Kr,3461.66,,8,
36,46,Kr,3496.6,,7,
