Z,N,symbol,energy ,, jp,
63,90,Eu,783.24,,1.5,3
63,90,Eu,788.94,,0.5,1
63,90,Eu,819,,5.5,11
63,90,Eu,825.39,,8.5,17
63,90,Eu,827.42,,3.5,7
63,90,Eu,840.58,,1.5,3
63,90,Eu,851.7,,8.5,17
63,90,Eu,876.67,,4.5,9
63,90,Eu,887.6,,3.5,7
63,90,Eu,891.3,,7.5,15
63,90,Eu,954.5,,9.5,19
63,90,Eu,1061.6,,9.5,19
63,90,Eu,1073,,5.5,11
63,90,Eu,1114.1,,8.5,17
63,90,Eu,1149.87,,2.5,5
63,90,Eu,1167,,0.5,1
63,90,Eu,1177.2,,2.5,5
63,90,Eu,1188,,0.5,1
63,90,Eu,1225.3,,2.5,5
63,90,Eu,1231,,2.5,5
63,90,Eu,1262.7,,10.5,21
63,90,Eu,1293.9,,10.5,21
63,90,Eu,1308,,0.5,1
63,90,Eu,1314.2,,9.5,19
63,90,Eu,1332,,4.5,9
63,90,Eu,1357,,2.5,5
63,90,Eu,1404.8,,11.5,23
63,90,Eu,1438,,2.5,5
63,90,Eu,1477,,2.5,5
63,90,Eu,1534.9,,11.5,23
63,90,Eu,1575,,10.5,21
63,90,Eu,1771,,9.5,19
63,90,Eu,1772.1,,12.5,25
63,90,Eu,1796.3,,11.5,23
63,90,Eu,1798.4,,12.5,25
63,90,Eu,1925.9,,13.5,27
63,90,Eu,1971.1,,10.5,21
63,90,Eu,2065.6,,13.5,27
63,90,Eu,2082.8,,12.5,25
63,90,Eu,2182.3,,11.5,23
63,90,Eu,2337.8,,14.5,29
63,90,Eu,2355.4,,14.5,29
63,90,Eu,2401.6,,12.5,25
63,90,Eu,2501,,15.5,31
63,90,Eu,2626.9,,13.5,27
63,90,Eu,2646.2,,15.5,31
63,90,Eu,2724,,14.5,29
63,90,Eu,2859,,14.5,29
63,90,Eu,2930.1,,16.5,33
63,90,Eu,2957.3,,16.5,33
63,90,Eu,3101.5,,17.5,35
63,90,Eu,3267.5,,17.5,35
63,90,Eu,3445.9,,18.5,37
63,90,Eu,3594.1,,18.5,37
63,90,Eu,3665.8,,19.5,39
63,90,Eu,3736.5,,19.5,39
63,90,Eu,3918.4,,19.5,39
63,90,Eu,3979.6,,20.5,41
63,90,Eu,4234.4,,21.5,43
63,90,Eu,4251.9,,20.5,41
63,90,Eu,4426.9,,21.5,43
63,90,Eu,4584.2,,21.5,43
63,90,Eu,4599.2,,22.5,45
63,90,Eu,4928.6,,22.5,45
62,92,Sm,0,,0,
62,92,Sm,81.981,,2,
62,92,Sm,266.817,,4,
62,92,Sm,544.1,,6,
62,92,Sm,902.75,,8,
62,92,Sm,921.345,,1,
62,92,Sm,1012.4,,3,
62,92,Sm,1099.26,,0,
62,92,Sm,1177.812,,2,
62,92,Sm,1181.26,,5,
62,92,Sm,1202.44,,0,
62,92,Sm,1286.29,,2,
62,92,Sm,1333,,10,
62,92,Sm,1337.6,,4,
62,92,Sm,1430.93,,7,
62,92,Sm,1440.04,,2,
62,92,Sm,1472.16,,4,
62,92,Sm,1475,,6,
62,92,Sm,1475.81,,1,
62,92,Sm,1515.18,,2,
62,92,Sm,1539.19,,3,
62,92,Sm,1577,,6,
62,92,Sm,1584.5,,3,
62,92,Sm,1660.65,,4,
62,92,Sm,1664.82,,4,
62,92,Sm,1673.9,,2,
62,92,Sm,1706.71,,3,
62,92,Sm,1741,,8,
62,92,Sm,1755.67,,1,
62,92,Sm,1760,,9,
62,92,Sm,1774.31,,5,
62,92,Sm,1804.99,,5,
62,92,Sm,1815.04,,2,
62,92,Sm,1818.37,,4,
62,92,Sm,1825.9,,12,
62,92,Sm,1878.7,,2,
62,92,Sm,1890.45,,1,
62,92,Sm,1922.05,,2,
62,92,Sm,1973.76,,1,
62,92,Sm,1974,,6,
62,92,Sm,1986.59,,3,
62,92,Sm,2015.4,,1,
62,92,Sm,2069,,10,
62,92,Sm,2069.07,,2,
62,92,Sm,2131.82,,2,
62,92,Sm,2139.82,,1,
62,92,Sm,2154.3,,7,
62,92,Sm,2163,,11,
62,92,Sm,2196.2,,1,
62,92,Sm,2293.85,,2,
62,92,Sm,2368.81,,1,
62,92,Sm,2373,,14,
62,92,Sm,2421.4,,1,
62,92,Sm,2439,,12,
62,92,Sm,2443.5,,1,
62,92,Sm,2556.56,,1,
62,92,Sm,2618.03,,1,
62,92,Sm,2636,,13,
62,92,Sm,2721.28,,1,
62,92,Sm,2743.7,,1,
62,92,Sm,2778.63,,1,
62,92,Sm,2793,,14,
62,92,Sm,2825.3,,1,
62,92,Sm,2842.8,,1,
62,92,Sm,2882,,1,
62,92,Sm,2907.3,,1,
62,92,Sm,2968.2,,16,
62,92,Sm,3091.5,,1,
62,92,Sm,3117,,1,
62,92,Sm,3193.42,,1,
62,92,Sm,3339.5,,1,
62,92,Sm,3365.9,,1,
62,92,Sm,3371.1,,1,
62,92,Sm,3426.4,,1,
62,92,Sm,3492.4,,1,
62,92,Sm,3609.3,,18,
62,92,Sm,3621.7,,1,
62,92,Sm,3745.8,,1,
62,92,Sm,3759.8,,1,
62,92,Sm,3801.3,,1,
62,92,Sm,3826.7,,1,
62,92,Sm,3836.7,,1,
62,92,Sm,3844,,1,
62,92,Sm,4295.7,,20,
62,92,Sm,5027.9,,22,
62,92,Sm,6465.2,,1,
64,90,Gd,0,,0,
64,90,Gd,123.0709,,2,
64,90,Gd,370.9998,,4,
64,90,Gd,680.6673,,0,
64,90,Gd,717.662,,6,
64,90,Gd,815.4917,,2,
64,90,Gd,996.2568,,2,
64,90,Gd,1047.592,,4,
64,90,Gd,1127.8018,,3,
64,90,Gd,1144.44,,8,
64,90,Gd,1182.091,,0,
64,90,Gd,1241.291,,1,
64,90,Gd,1251.641,,3,
64,90,Gd,1263.778,,4,
64,90,Gd,1352.9,,0,
64,90,Gd,1365.878,,6,
64,90,Gd,1397.515,,2,
64,90,Gd,1404.16,,5,
64,90,Gd,1414.426,,1,
64,90,Gd,1418.16,,2,
64,90,Gd,1432.588,,5,
64,90,Gd,1497.7,,0,
64,90,Gd,1531.305,,2,
64,90,Gd,1559.92,,4,
64,90,Gd,1573.974,,0,
64,90,Gd,1606.55,,6,
64,90,Gd,1617.125,,3,
64,90,Gd,1637.05,,10,
64,90,Gd,1645.814,,4,
64,90,Gd,1650.34,,0,
64,90,Gd,1660.903,,3,
64,90,Gd,1674.1,,7,
64,90,Gd,1701.39,,4,
64,90,Gd,1716.05,,2,
64,90,Gd,1719.5593,,2,
64,90,Gd,1731.7,,7,
64,90,Gd,1756.46,,8,
64,90,Gd,1770.187,,5,
64,90,Gd,1775.429,,2,
64,90,Gd,1789.17,,4,
64,90,Gd,1796.96,,3,
64,90,Gd,1810.21,,7,
64,90,Gd,1836.61,,0,
64,90,Gd,1899.3,,0,
64,90,Gd,1900.34,,2,
64,90,Gd,1911.544,,6,
64,90,Gd,1912.08,,0,
64,90,Gd,1942.9,,0,
64,90,Gd,1943.95,,1,
64,90,Gd,1948.559,,5,
64,90,Gd,1964.05,,2,
64,90,Gd,1973.07,,2,
64,90,Gd,2023.82,,1,
64,90,Gd,2039.8,,0,
64,90,Gd,2040.5,,9,
64,90,Gd,2041.07,,1,
64,90,Gd,2073.3,,7,
64,90,Gd,2080.23,,4,
64,90,Gd,2080.791,,3,
64,90,Gd,2101.6,,1,
64,90,Gd,2113.74,,2,
64,90,Gd,2119.55,,1,
64,90,Gd,2137.48,,7,
64,90,Gd,2148.81,,1,
64,90,Gd,2176.03,,1,
64,90,Gd,2183.19,,8,
64,90,Gd,2184.69,,12,
64,90,Gd,2185.869,,4,
64,90,Gd,2187.01,,1,
64,90,Gd,2194.13,,10,
64,90,Gd,2215.3,,6,
64,90,Gd,2222.48,,2,
64,90,Gd,2229.77,,2,
64,90,Gd,2230.08,,2,
64,90,Gd,2249.02,,3,
64,90,Gd,2251.3,,9,
64,90,Gd,2254.12,,8,
64,90,Gd,2265.35,,2,
64,90,Gd,2272.3,,8,
64,90,Gd,2277.13,,3,
64,90,Gd,2293.5,,3,
64,90,Gd,2299.39,,1,
64,90,Gd,2299.9,,0,
64,90,Gd,2302.28,,1,
64,90,Gd,2305.78,,3,
64,90,Gd,2309.47,,8,
64,90,Gd,2309.53,,2,
64,90,Gd,2336.02,,3,
64,90,Gd,2342.53,,1,
64,90,Gd,2368.87,,2,
64,90,Gd,2381.46,,0,
64,90,Gd,2386,,4,
64,90,Gd,2401.34,,1,
64,90,Gd,2403.1,,4,
64,90,Gd,2403.8,,7,
64,90,Gd,2406.19,,2,
64,90,Gd,2410.85,,4,
64,90,Gd,2416.22,,4,
64,90,Gd,2418,,6,
64,90,Gd,2430.58,,1,
64,90,Gd,2433.78,,0,
64,90,Gd,2441.7,,1,
64,90,Gd,2449.2,,1,
64,90,Gd,2453.29,,9,
64,90,Gd,2459.4,,6,
64,90,Gd,2459.74,,2,
64,90,Gd,2468.45,,1,
64,90,Gd,2475.27,,9,
64,90,Gd,2482.02,,2,
64,90,Gd,2482.29,,11,
64,90,Gd,2485.1,,0,
64,90,Gd,2486.42,,1,
64,90,Gd,2495.76,,1,
64,90,Gd,2499.3,,2,
64,90,Gd,2502.58,,1,
64,90,Gd,2511.52,,2,
64,90,Gd,2514.8,,1,
64,90,Gd,2533.74,,0,
64,90,Gd,2561.3,,2,
64,90,Gd,2568,,7,
64,90,Gd,2569,,2,
64,90,Gd,2579.62,,10,
64,90,Gd,2585.5,,0,
64,90,Gd,2590.34,,1,
64,90,Gd,2616.08,,10,
64,90,Gd,2619.53,,10,
64,90,Gd,2621.8,,12,
64,90,Gd,2633.17,,1,
64,90,Gd,2637.48,,2,
64,90,Gd,2655.04,,2,
64,90,Gd,2686.7,,2,
64,90,Gd,2699.4,,0,
64,90,Gd,2710.5,,1,
64,90,Gd,2722.35,,1,
64,90,Gd,2734.3,,1,
64,90,Gd,2741.5,,2,
64,90,Gd,2744.1,,0,
64,90,Gd,2775.38,,11,
64,90,Gd,2777.32,,14,
64,90,Gd,2788.46,,1,
64,90,Gd,2850.3,,2,
64,90,Gd,2855,,0,
64,90,Gd,2860,,1,
64,90,Gd,2872.39,,2,
64,90,Gd,2934.2,,1,
64,90,Gd,2949.28,,2,
64,90,Gd,2950.66,,12,
64,90,Gd,2955.69,,12,
64,90,Gd,2981.28,,13,
64,90,Gd,2989.89,,1,
64,90,Gd,3009.7,,1,
64,90,Gd,3022.73,,2,
64,90,Gd,3027.26,,14,
64,90,Gd,3031.5,,1,
64,90,Gd,3080,,1,
64,90,Gd,3090.6,,1,
64,90,Gd,3122.55,,1,
64,90,Gd,3158.73,,13,
64,90,Gd,3162.7,,1,
64,90,Gd,3184.06,,1,
64,90,Gd,3264.42,,1,
64,90,Gd,3294.2,,1,
64,90,Gd,3327.32,,1,
64,90,Gd,3345.9,,1,
64,90,Gd,3350.7,,1,
64,90,Gd,3363.6,,2,
64,90,Gd,3384,,14,
64,90,Gd,3404.45,,16,
64,90,Gd,3414.76,,1,
64,90,Gd,3428.1,,14,
64,90,Gd,3490.83,,16,
64,90,Gd,3517.18,,3,
64,90,Gd,3519.09,,15,
64,90,Gd,3550.3,,2,
64,90,Gd,3629.43,,15,
64,90,Gd,3894.34,,16,
64,90,Gd,3987.4,,16,
64,90,Gd,4016.09,,18,
64,90,Gd,4087.15,,18,
64,90,Gd,4102,,17,
64,90,Gd,4176.3,,17,
64,90,Gd,4474.9,,18,
64,90,Gd,4595.2,,18,
64,90,Gd,4646.29,,20,
64,90,Gd,4735.5,,19,
64,90,Gd,4782.3,,20,
64,90,Gd,4788.6,,19,
64,90,Gd,5116.4,,20,
64,90,Gd,5209.3,,20,
64,90,Gd,5349.9,,22,
64,90,Gd,5415.8,,21,
64,90,Gd,5457.5,,21,
64,90,Gd,5519.5,,22,
64,90,Gd,5810.9,,22,
64,90,Gd,5848.5,,22,
64,90,Gd,6121.6,,24,
64,90,Gd,6136.2,,23,
64,90,Gd,6178,,23,
64,90,Gd,6294.2,,24,
64,90,Gd,6535.6,,24,
64,90,Gd,6555.4,,24,
64,90,Gd,6883.3,,25,
64,90,Gd,6946.1,,25,
64,90,Gd,6955,,26,
64,90,Gd,7055.6,,26,
64,90,Gd,7274,,26,
64,90,Gd,7353.1,,26,
64,91,Gd,0,,1.5,3
64,91,Gd,60.0108,,2.5,5
64,91,Gd,86.5468,,2.5,5
64,91,Gd,105.311,,1.5,3
64,91,Gd,107.5806,,4.5,9
64,91,Gd,117.9986,,3.5,7
64,91,Gd,121.05,,5.5,11
64,91,Gd,146.0696,,3.5,7
64,91,Gd,214.3511,,6.5,13
64,91,Gd,230.1286,,5.5,11
64,91,Gd,251.7056,,4.5,9
64,91,Gd,266.6471,,2.5,5
64,91,Gd,268.6233,,1.5,3
64,91,Gd,282.57,,6.5,13
64,91,Gd,287.0039,,1.5,3
64,91,Gd,321.3793,,2.5,5
64,91,Gd,326.0881,,2.5,5
64,91,Gd,350.4355,,3.5,7
64,91,Gd,367.634,,0.5,1
64,91,Gd,392.317,,5.5,11
64,91,Gd,393.532,,3.5,7
64,91,Gd,423.4122,,3.5,7
64,91,Gd,423.81,,8.5,17
64,91,Gd,427.2375,,1.5,3
64,91,Gd,450.5634,,1.5,3
64,91,Gd,451.3714,,0.5,1
64,91,Gd,453.67,,7.5,15
64,91,Gd,454.4746,,2.5,5
64,91,Gd,463.83,,7.5,15
64,91,Gd,485.975,,4.5,9
64,91,Gd,488.7206,,2.5,5
64,91,Gd,534.3,,6.5,13
64,91,Gd,553.371,,3.5,7
64,91,Gd,559.369,,0.5,1
64,91,Gd,581.4551,,2.5,5
64,91,Gd,592.142,,1.5,3
64,91,Gd,610.8424,,3.5,7
64,91,Gd,614.8546,,1.5,3
64,91,Gd,647.7904,,2.5,5
64,91,Gd,658.985,,2.5,5
64,91,Gd,663.6,,8.5,17
64,91,Gd,692.4,,4.5,9
64,91,Gd,720.6168,,0.5,1
64,91,Gd,721,,3.5,7
64,91,Gd,729.6,,7.5,15
64,91,Gd,736.74,,10.5,21
64,91,Gd,752.549,,2.5,5
64,91,Gd,786.72,,9.5,19
64,91,Gd,786.896,,3.5,7
64,91,Gd,804.382,,4.5,9
64,91,Gd,815.731,,1.5,3
64,91,Gd,860.17,,6.5,13
64,91,Gd,872.809,,2.5,5
64,91,Gd,880.7,,9.5,19
64,91,Gd,896.9,,8.5,17
64,91,Gd,1002.953,,0.5,1
64,91,Gd,1012.892,,1.5,3
64,91,Gd,1028.028,,0.5,1
64,91,Gd,1028.1,,3.5,7
64,91,Gd,1035.218,,0.5,1
64,91,Gd,1060.597,,2.5,5
64,91,Gd,1078.43,,0.5,1
64,91,Gd,1086.846,,1.5,3
64,91,Gd,1104.792,,3.5,7
64,91,Gd,1113.1,,10.5,21
64,91,Gd,1129.84,,1.5,3
64,91,Gd,1142.3,,9.5,19
64,91,Gd,1144.3,,12.5,25
64,91,Gd,1158.9,,6.5,13
64,91,Gd,1192.85,,0.5,1
64,91,Gd,1197.61,,1.5,3
64,91,Gd,1220.32,,11.5,23
64,91,Gd,1225.007,,1.5,3
64,91,Gd,1230.25,,1.5,3
64,91,Gd,1246.7,,0.5,1
64,91,Gd,1292.58,,1.5,3
64,91,Gd,1297.177,,3.5,7
64,91,Gd,1326.5,,10.5,21
64,91,Gd,1332.05,,0.5,1
64,91,Gd,1343.312,,1.5,3
64,91,Gd,1359.88,,1.5,3
64,91,Gd,1359.9,,11.5,23
64,91,Gd,1363.631,,2.5,5
64,91,Gd,1387.7,,0.5,1
64,91,Gd,1434.42,,0.5,1
64,91,Gd,1460.6,,9.5,19
64,91,Gd,1470.02,,2.5,5
64,91,Gd,1474.53,,0.5,1
64,91,Gd,1517.11,,1.5,3
64,91,Gd,1551.3,,0.5,1
64,91,Gd,1581,,5.5,11
64,91,Gd,1615.3,,11.5,23
64,91,Gd,1619.2,,12.5,25
64,91,Gd,1635.4,,14.5,29
64,91,Gd,1675,,0.5,1
64,91,Gd,1679.2,,10.5,21
64,91,Gd,1743.3,,13.5,27
64,91,Gd,1809.4,,12.5,25
64,91,Gd,1889.8,,13.5,27
64,91,Gd,1913.1,,11.5,23
64,91,Gd,1982,,0.5,1
64,91,Gd,2017,,0.5,1
64,91,Gd,2136,,13.5,27
64,91,Gd,2161,,12.5,25
64,91,Gd,2170.4,,14.5,29
64,91,Gd,2199.1,,16.5,33
64,91,Gd,2283,,0.5,1
64,91,Gd,2329,,0.5,1
64,91,Gd,2331.9,,14.5,29
64,91,Gd,2345.3,,15.5,31
64,91,Gd,2421.6,,13.5,27
64,91,Gd,2456,,0.5,1
64,91,Gd,2460,,15.5,31
64,91,Gd,2558,,0.5,1
64,91,Gd,2596,,0.5,1
64,91,Gd,2645,,0.5,1
64,91,Gd,2655,,1.5,3
64,91,Gd,2689,,0.5,1
64,91,Gd,2694.5,,14.5,29
64,91,Gd,2702.2,,15.5,31
64,91,Gd,2728,,0.5,1
64,91,Gd,2743,,0.5,1
64,91,Gd,2756,,0.5,1
64,91,Gd,2758.3,,16.5,33
64,91,Gd,2768,,0.5,1
64,91,Gd,2814,,0.5,1
64,91,Gd,2819,,0.5,1
64,91,Gd,2825.4,,18.5,37
64,91,Gd,2826,,0.5,1
64,91,Gd,2854,,1.5,3
64,91,Gd,2865,,0.5,1
64,91,Gd,2872,,0.5,1
64,91,Gd,2883.7,,16.5,33
64,91,Gd,2978.4,,15.5,31
64,91,Gd,3011,,0.5,1
64,91,Gd,3015.3,,17.5,35
64,91,Gd,3064.4,,17.5,35
64,91,Gd,3123,,0.5,1
64,91,Gd,3199,,0.5,1
64,91,Gd,3276,,16.5,33
64,91,Gd,3305,,0.5,1
64,91,Gd,3379.8,,18.5,37
64,91,Gd,3505.5,,20.5,41
64,91,Gd,3579.1,,17.5,35
64,91,Gd,3702.8,,19.5,39
64,91,Gd,3730.4,,19.5,39
64,91,Gd,4038.9,,20.5,41
64,91,Gd,4234.6,,22.5,45
64,91,Gd,4379.6,,21.5,43
64,91,Gd,4503.9,,21.5,43
64,91,Gd,4735.4,,22.5,45
64,91,Gd,5009.4,,24.5,49
64,91,Gd,5343.3,,23.5,47
64,91,Gd,5829,,26.5,53
64,91,Gd,6240.6,,25.5,51
64,92,Gd,0,,0,
64,92,Gd,88.97,,2,
64,92,Gd,288.187,,4,
64,92,Gd,584.715,,6,
64,92,Gd,965.134,,8,
64,92,Gd,1049.487,,0,
64,92,Gd,1129.437,,2,
64,92,Gd,1154.152,,2,
64,92,Gd,1168.186,,0,
64,92,Gd,1242.48,,1,
64,92,Gd,1248.006,,3,
64,92,Gd,1258.075,,2,
64,92,Gd,1276.138,,3,
64,92,Gd,1297.822,,4,
64,92,Gd,1319.658,,2,
64,92,Gd,1355.422,,4,
64,92,Gd,1366.529,,1,
64,92,Gd,1408.133,,5,
64,92,Gd,1416.078,,10,
64,92,Gd,1462.297,,4,
64,92,Gd,1468.506,,4,
64,92,Gd,1506.863,,5,
64,92,Gd,1510.594,,4,
64,92,Gd,1538.851,,3,
64,92,Gd,1540.19,,6,
64,92,Gd,1622.535,,5,
64,92,Gd,1638,,7,
64,92,Gd,1643.653,,6,
64,92,Gd,1705.799,,6,
64,92,Gd,1715.211,,0,
64,92,Gd,1753.653,,6,
64,92,Gd,1765.61,,6,
64,92,Gd,1771.092,,2,
64,92,Gd,1780.486,,2,
64,92,Gd,1798.717,,5,
64,92,Gd,1827.841,,2,
64,92,Gd,1848.33,,8,
64,92,Gd,1849.84,,7,
64,92,Gd,1851.278,,0,
64,92,Gd,1851.803,,3,
64,92,Gd,1861.067,,4,
64,92,Gd,1893.39,,4,
64,92,Gd,1909.26,,7,
64,92,Gd,1914.835,,2,
64,92,Gd,1916.449,,3,
64,92,Gd,1924.49,,12,
64,92,Gd,1934.155,,2,
64,92,Gd,1934.355,,3,
64,92,Gd,1946.344,,1,
64,92,Gd,1952.364,,4,
64,92,Gd,1952.4,,0,
64,92,Gd,1958.46,,9,
64,92,Gd,1962.047,,1,
64,92,Gd,1962.064,,5,
64,92,Gd,1965.113,,4,
64,92,Gd,1965.95,,1,
64,92,Gd,1988.5,,0,
64,92,Gd,1995.455,,4,
64,92,Gd,2003.749,,2,
64,92,Gd,2010.35,,4,
64,92,Gd,2011.38,,8,
64,92,Gd,2011.9,,3,
64,92,Gd,2016.952,,5,
64,92,Gd,2020.594,,4,
64,92,Gd,2024.945,,3,
64,92,Gd,2026.664,,1,
64,92,Gd,2027.61,,8,
64,92,Gd,2029.784,,4,
64,92,Gd,2040,,4,
64,92,Gd,2044.944,,4,
64,92,Gd,2047.805,,2,
64,92,Gd,2054.134,,2,
64,92,Gd,2058,,6,
64,92,Gd,2070.29,,3,
64,92,Gd,2079.42,,8,
64,92,Gd,2082,,0,
64,92,Gd,2103.28,,3,
64,92,Gd,2106.645,,3,
64,92,Gd,2116.454,,5,
64,92,Gd,2121.43,,2,
64,92,Gd,2134.34,,8,
64,92,Gd,2137.6,,7,
64,92,Gd,2139.8,,3,
64,92,Gd,2147.4,,2,
64,92,Gd,2155.554,,4,
64,92,Gd,2160.7,,3,
64,92,Gd,2170.8,,1,
64,92,Gd,2174.338,,2,
64,92,Gd,2175.07,,4,
64,92,Gd,2181.384,,2,
64,92,Gd,2186.784,,1,
64,92,Gd,2190.653,,2,
64,92,Gd,2190.9,,4,
64,92,Gd,2199.778,,2,
64,92,Gd,2203.5,,1,
64,92,Gd,2205.569,,1,
64,92,Gd,2216.614,,2,
64,92,Gd,2220,,10,
64,92,Gd,2227.625,,3,
64,92,Gd,2231.5,,3,
64,92,Gd,2232.59,,4,
64,92,Gd,2240.375,,2,
64,92,Gd,2249.65,,9,
64,92,Gd,2254.314,,4,
64,92,Gd,2256.746,,3,
64,92,Gd,2259.88,,1,
64,92,Gd,2269.937,,1,
64,92,Gd,2293.45,,1,
64,92,Gd,2300.7,,1,
64,92,Gd,2302.796,,2,
64,92,Gd,2309,,4,
64,92,Gd,2316.501,,1,
64,92,Gd,2321.9,,3,
64,92,Gd,2323.217,,2,
64,92,Gd,2340.2,,2,
64,92,Gd,2344.4,,1,
64,92,Gd,2349.637,,3,
64,92,Gd,2359.98,,11,
64,92,Gd,2360.87,,1,
64,92,Gd,2367.44,,2,
64,92,Gd,2375,,4,
64,92,Gd,2382.471,,2,
64,92,Gd,2391.7,,2,
64,92,Gd,2402.7,,1,
64,92,Gd,2406.1,,1,
64,92,Gd,2415.49,,3,
64,92,Gd,2423,,0,
64,92,Gd,2427.43,,10,
64,92,Gd,2428.37,,2,
64,92,Gd,2434.7,,1,
64,92,Gd,2436.95,,2,
64,92,Gd,2442.41,,10,
64,92,Gd,2446.16,,2,
64,92,Gd,2449.7,,1,
64,92,Gd,2451.5,,2,
64,92,Gd,2467.6,,3,
64,92,Gd,2475.82,,14,
64,92,Gd,2478.6,,3,
64,92,Gd,2484,,6,
64,92,Gd,2494.1,,1,
64,92,Gd,2502.4,,3,
64,92,Gd,2506.2,,2,
64,92,Gd,2517.8,,0,
64,92,Gd,2520.2,,4,
64,92,Gd,2523.02,,10,
64,92,Gd,2528.9,,3,
64,92,Gd,2534.7,,3,
64,92,Gd,2539,,1,
64,92,Gd,2554.4,,1,
64,92,Gd,2571.9,,1,
64,92,Gd,2581,,1,
64,92,Gd,2588.9,,1,
64,92,Gd,2594.9,,1,
64,92,Gd,2598,,1,
64,92,Gd,2607.9,,1,
64,92,Gd,2617.2,,1,
64,92,Gd,2622.1,,1,
64,92,Gd,2640.5,,3,
64,92,Gd,2647.59,,1,
64,92,Gd,2650.7,,3,
64,92,Gd,2651.2,,12,
64,92,Gd,2665.3,,0,
64,92,Gd,2684,,1,
64,92,Gd,2686.7,,11,
64,92,Gd,2689.5,,3,
64,92,Gd,2701.77,,2,
64,92,Gd,2718.4,,1,
64,92,Gd,2722,,4,
64,92,Gd,2722.9,,3,
64,92,Gd,2738,,3,
64,92,Gd,2745,,1,
64,92,Gd,2749.53,,1,
64,92,Gd,2761,,4,
64,92,Gd,2762.46,,1,
64,92,Gd,2770.5,,0,
64,92,Gd,2776.8,,1,
64,92,Gd,2785,,1,
64,92,Gd,2787.8,,3,
64,92,Gd,2794.7,,1,
64,92,Gd,2804,,2,
64,92,Gd,2816.3,,3,
64,92,Gd,2826.7,,3,
64,92,Gd,2829.59,,13,
64,92,Gd,2831.5,,2,
64,92,Gd,2839.6,,2,
64,92,Gd,2846.8,,2,
64,92,Gd,2853.9,,1,
64,92,Gd,2873.8,,2,
64,92,Gd,2878.9,,1,
64,92,Gd,2894,,0,
64,92,Gd,2897.86,,12,
64,92,Gd,2900,,0,
64,92,Gd,2907.4,,1,
64,92,Gd,2918.5,,1,
64,92,Gd,2922.7,,12,
64,92,Gd,2931.8,,1,
64,92,Gd,2943.2,,1,
64,92,Gd,2946.7,,3,
64,92,Gd,2957,,12,
64,92,Gd,2974,,1,
64,92,Gd,3010,,1,
64,92,Gd,3050,,1,
64,92,Gd,3059.5,,16,
64,92,Gd,3070,,1,
64,92,Gd,3096.1,,2,
64,92,Gd,3122,,1,
64,92,Gd,3134.9,,14,
64,92,Gd,3150,,2,
64,92,Gd,3158,,1,
64,92,Gd,3175.2,,13,
64,92,Gd,3218,,1,
64,92,Gd,3314,,1,
64,92,Gd,3350.4,,15,
64,92,Gd,3400,,2,
64,92,Gd,3428,,14,
64,92,Gd,3437.9,,14,
64,92,Gd,3673.3,,18,
64,92,Gd,3715.2,,15,
64,92,Gd,3914.3,,17,
64,92,Gd,3995.1,,16,
64,92,Gd,4004,,16,
64,92,Gd,4325.9,,20,
64,92,Gd,4523.7,,19,
64,92,Gd,4603.4,,18,
64,92,Gd,5026,,22,
64,92,Gd,5182.6,,21,
64,92,Gd,5778.7,,24,
64,92,Gd,6582.6,,26,
66,90,Dy,0,,0,
66,90,Dy,137.77,,2,
66,90,Dy,404.19,,4,
66,90,Dy,675.6,,0,
66,90,Dy,770.44,,6,
66,90,Dy,828.64,,2,
66,90,Dy,890.5,,2,
66,90,Dy,1022.08,,3,
66,90,Dy,1088.28,,4,
66,90,Dy,1168.47,,4,
66,90,Dy,1215.61,,8,
66,90,Dy,1293.2,,1,
66,90,Dy,1335.56,,5,
66,90,Dy,1368.36,,3,
66,90,Dy,1377.8,,0,
66,90,Dy,1382.31,,2,
66,90,Dy,1407,,3,
66,90,Dy,1437.28,,6,
66,90,Dy,1447.38,,2,
66,90,Dy,1476.1,,3,
66,90,Dy,1514.94,,2,
66,90,Dy,1525.17,,6,
66,90,Dy,1526.28,,5,
66,90,Dy,1609.33,,3,
66,90,Dy,1627.42,,4,
66,90,Dy,1677.15,,4,
66,90,Dy,1725.02,,10,
66,90,Dy,1728.79,,7,
66,90,Dy,1772.4,,3,
66,90,Dy,1794.55,,4,
66,90,Dy,1809.97,,7,
66,90,Dy,1840.07,,4,
66,90,Dy,1858.64,,8,
66,90,Dy,1878.6,,2,
66,90,Dy,1884,,5,
66,90,Dy,1898.64,,6,
66,90,Dy,1930.1,,3,
66,90,Dy,1949.99,,3,
66,90,Dy,1958.64,,8,
66,90,Dy,2002.9,,4,
66,90,Dy,2032,,2,
66,90,Dy,2052,,3,
66,90,Dy,2089.81,,2,
66,90,Dy,2094,,5,
66,90,Dy,2103.38,,4,
66,90,Dy,2146,,5,
66,90,Dy,2176,,3,
66,90,Dy,2186.58,,9,
66,90,Dy,2191.62,,9,
66,90,Dy,2193.6,,4,
66,90,Dy,2244.64,,3,
66,90,Dy,2250,,2,
66,90,Dy,2261.62,,8,
66,90,Dy,2285.88,,12,
66,90,Dy,2307.44,,4,
66,90,Dy,2315.59,,10,
66,90,Dy,2345.1,,8,
66,90,Dy,2408.45,,2,
66,90,Dy,2408.5,,9,
66,90,Dy,2445.17,,3,
66,90,Dy,2448.03,,10,
